name,list_id,country,entity_type,address,remarks
VEB ASIA LIMITED,18295,,COMPANY,,"Executive Order 13662 Directive Determination - Subject to Directive 1; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; alt. Secondary sanctions risk: See Section 11 of Executive Order 14024.; Organization Established Date 08 Apr 2013; Registration Number 1886537 (Hong Kong); For more information on directives, please visit the following link: http://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives.; Linked To: STATE CORPORATION BANK FOR DEVELOPMENT AND FOREIGN ECONOMIC AFFAIRS VNESHECONOMBANK."
VEB CAPITAL,18286,,COMPANY,,"Website vebcapital.ru; Executive Order 13662 Directive Determination - Subject to Directive 1; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; alt. Secondary sanctions risk: See Section 11 of Executive Order 14024.; Organization Established Date 24 Dec 2009; Tax ID No. 7708710924 (Russia); Registration Number 1097746831709 (Russia); For more information on directives, please visit the following link: http://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives.; Linked To: STATE CORPORATION BANK FOR DEVELOPMENT AND FOREIGN ECONOMIC AFFAIRS VNESHECONOMBANK."
VEB ENGINEERING LLC,18287,,COMPANY,,"Website vebeng.ru; Executive Order 13662 Directive Determination - Subject to Directive 1; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; alt. Secondary sanctions risk: See Section 11 of Executive Order 14024.; Organization Established Date 11 Mar 2010; Tax ID No. 7708715560 (Russia); Registration Number 1107746181674 (Russia); For more information on directives, please visit the following link: http://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives.; Linked To: STATE CORPORATION BANK FOR DEVELOPMENT AND FOREIGN ECONOMIC AFFAIRS VNESHECONOMBANK."
VEB LEASING OJSC,18288,,COMPANY,,"Website veb-leasing.ru; Executive Order 13662 Directive Determination - Subject to Directive 1; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; alt. Secondary sanctions risk: See Section 11 of Executive Order 14024.; Organization Established Date 2003; Tax ID No. 7709413138 (Russia); Registration Number 1037709024781 (Russia); For more information on directives, please visit the following link: http://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives.; Linked To: STATE CORPORATION BANK FOR DEVELOPMENT AND FOREIGN ECONOMIC AFFAIRS VNESHECONOMBANK."
"VELICHKOVSKI ELEVATOR, OAO",20666,,COMPANY,,"Email Address velsilos@mail.ru; Executive Order 13662 Directive Determination - Subject to Directive 1; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Registration ID 1022303950360; Tax ID No. 2333003442; Government Gazette Number 00940536; For more information on directives, please visit the following link: http://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives.; Linked To: JOINT STOCK COMPANY RUSSIAN AGRICULTURAL BANK."
VERTOLETY ROSSII AO,18820,,COMPANY,,"Executive Order 13662 Directive Determination - Subject to Directive 3; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; alt. Secondary sanctions risk: See Section 11 of Executive Order 14024.; Registration ID 1077746003334 (Russia); Tax ID No. 7731559044 (Russia); Government Gazette Number 98927243 (Russia); For more information on directives, please visit the following link: http://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives; Linked To: STATE CORPORATION ROSTEC."
"VOSTOKGAZPROM, OAO",19684,,COMPANY,,"Website vostokgazprom.gazprom.ru; Email Address canclervgp@vostokgazprom.ru; Executive Order 13662 Directive Determination - Subject to Directive 4; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Registration ID 1027000855111; Tax ID No. 7017005296; Government Gazette Number 49382579; For more information on directives, please visit the following link: http://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives; Linked To: PUBLIC JOINT STOCK COMPANY GAZPROM."
VTB BANK (AUSTRIA) AG,18727,,COMPANY,,"SWIFT/BIC DOBAATWW; Website www.vtb.at; Executive Order 13662 Directive Determination - Subject to Directive 1; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Registration ID FN 117595 i; For more information on directives, please visit the following link: http://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives; Linked To: VTB BANK PUBLIC JOINT STOCK COMPANY."
VTB BANK ARMENIA CLOSED JOINT STOCK COMPANY,18722,,COMPANY,,"SWIFT/BIC ARMJAM22; Website www.vtb.am; Executive Order 13662 Directive Determination - Subject to Directive 1; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; alt. Secondary sanctions risk: See Section 11 of Executive Order 14024.; Target Type Financial Institution; For more information on directives, please visit the following link: http://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives; Linked To: VTB BANK PUBLIC JOINT STOCK COMPANY."
VTB BANK AZERBAIJAN OPEN JOINT STOCK COMPANY,18724,,COMPANY,,"SWIFT/BIC VTBAAZ22; Website http://en.vtb.az/; Executive Order 13662 Directive Determination - Subject to Directive 1; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; alt. Secondary sanctions risk: See Section 11 of Executive Order 14024.; Target Type Financial Institution; For more information on directives, please visit the following link: http://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives; Linked To: VTB BANK PUBLIC JOINT STOCK COMPANY."
VTB BANK BELARUS CLOSED JOINT STOCK COMPANY,18721,,COMPANY,,"SWIFT/BIC SLANBY22; Website www.vtb-bank.by; Executive Order 13662 Directive Determination - Subject to Directive 1; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; alt. Secondary sanctions risk: See Section 11 of Executive Order 14024.; Target Type Financial Institution; For more information on directives, please visit the following link: http://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives; Linked To: VTB BANK PUBLIC JOINT STOCK COMPANY."
VTB BANK GEORGIA JOINT STOCK COMPANY,18726,,COMPANY,,"SWIFT/BIC UGEBGE22; Website www.vtb.com.ge; Executive Order 13662 Directive Determination - Subject to Directive 1; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; alt. Secondary sanctions risk: See Section 11 of Executive Order 14024.; Target Type Financial Institution; For more information on directives, please visit the following link: http://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives; f.k.a. 'UNITED GEORGIAN BANK'; Linked To: VTB BANK PUBLIC JOINT STOCK COMPANY."
VTB BANK JSC BELGRADE,18728,,COMPANY,,"SWIFT/BIC MBBGRSBG; Website www.vtbbanka.rs; Executive Order 13662 Directive Determination - Subject to Directive 1; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; For more information on directives, please visit the following link: http://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives; Linked To: VTB BANK PUBLIC JOINT STOCK COMPANY."
VTB BANK PUBLIC JOINT STOCK COMPANY,17013,,COMPANY,,"SWIFT/BIC VTBRRUMM; Website www.vtb.com; alt. Website www.vtb.ru; BIK (RU) 044030707; alt. BIK (RU) 044525187; Executive Order 13662 Directive Determination - Subject to Directive 1; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; alt. Secondary sanctions risk: See Section 11 of Executive Order 14024.; Organization Established Date 17 Oct 1990; Target Type Financial Institution; Registration ID 1027739609391 (Russia); Tax ID No. 7702070139 (Russia); Government Gazette Number 00032520 (Russia); License 1000 (Russia); Legal Entity Number 253400V1H6ART1UQ0N98; For more information on directives, please visit the following link: http://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives.; a.k.a. 'JSC VTB BANK NEW DELHI BRANCH'."
VTB CAPITAL HOLDINGS CLOSED JOINT STOCK COMPANY,18729,,COMPANY,,"Website http://vtbcapital.com; Executive Order 13662 Directive Determination - Subject to Directive 1; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; alt. Secondary sanctions risk: See Section 11 of Executive Order 14024.; Target Type Financial Institution; Registration ID 1097746344596 (Russia); For more information on directives, please visit the following link: http://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives; Linked To: VTB BANK PUBLIC JOINT STOCK COMPANY."
VTB FACTORING LTD,18733,,COMPANY,,"Website www.vtbf.ru; Executive Order 13662 Directive Determination - Subject to Directive 1; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; alt. Secondary sanctions risk: See Section 11 of Executive Order 14024.; Target Type Financial Institution; Registration ID 5087746611145 (Russia); For more information on directives, please visit the following link: http://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives; Linked To: VTB BANK PUBLIC JOINT STOCK COMPANY."
VTB INSURANCE LIMITED,18732,,COMPANY,,"Website www.vtbins.ru; Executive Order 13662 Directive Determination - Subject to Directive 1; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Registration ID 1027700462514 (Russia); For more information on directives, please visit the following link: http://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives; Linked To: VTB BANK PUBLIC JOINT STOCK COMPANY."
VTB LEASING JOINT STOCK COMPANY,18739,,COMPANY,,"Website www.vtb-leasing.ru; Executive Order 13662 Directive Determination - Subject to Directive 1; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; alt. Secondary sanctions risk: See Section 11 of Executive Order 14024.; Organization Established Date 13 Jun 2002; Organization Type: Financial leasing; Registration ID 1037700259244 (Russia); Tax ID No. 7709378229 (Russia); For more information on directives, please visit the following link: http://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives; Linked To: VTB BANK PUBLIC JOINT STOCK COMPANY."
VTB PENSION ADMINISTRATOR LIMITED,18730,,COMPANY,,"Executive Order 13662 Directive Determination - Subject to Directive 1; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; alt. Secondary sanctions risk: See Section 11 of Executive Order 14024.; Organization Type: Activities of holding companies; Registration ID 1097746178232 (Russia); For more information on directives, please visit the following link: http://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives; Linked To: VTB BANK PUBLIC JOINT STOCK COMPANY."
VTB REAL ESTATE LIMITED LIABILITY COMPANY,18735,,COMPANY,,"Executive Order 13662 Directive Determination - Subject to Directive 1; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; alt. Secondary sanctions risk: See Section 11 of Executive Order 14024.; Organization Established Date 08 Apr 2011; Organization Type: Real estate activities on a fee or contract basis; Registration ID 1117746272907 (Russia); Tax ID No. 7729679810 (Russia); Government Gazette Number 91457857 (Russia); For more information on directives, please visit the following link: http://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives; Linked To: VTB BANK PUBLIC JOINT STOCK COMPANY."
VTB REGISTRAR CLOSED JOINT STOCK COMPANY,18737,,COMPANY,,"Website www.vtbreg.ru; BIK (RU) 044525745; Executive Order 13662 Directive Determination - Subject to Directive 1; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; alt. Secondary sanctions risk: See Section 11 of Executive Order 14024.; Registration Number 1045605469744 (Russia); For more information on directives, please visit the following link: http://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives; Linked To: VTB BANK PUBLIC JOINT STOCK COMPANY."
VTB SPECIALIZED DEPOSITORY CLOSED JOINT STOCK COMPANY,18736,,COMPANY,,"Website www.odk.ru; Executive Order 13662 Directive Determination - Subject to Directive 1; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; alt. Secondary sanctions risk: See Section 11 of Executive Order 14024.; Organization Established Date 04 Jul 1996; Target Type Financial Institution; Registration Number 1027739157522 (Russia); For more information on directives, please visit the following link: http://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives; Linked To: VTB BANK PUBLIC JOINT STOCK COMPANY."
"XIAMEN MEIYA PICO INFORMATION CO., LTD.",33896,,COMPANY,,"Equity Ticker 300188 CN; Issuer Name Xiamen Meiya Pico Information Co., Ltd.; ISIN CNE100001120; Effective Date (CMIC) 14 Feb 2022; Purchase/Sales For Divestment Date (CMIC) 16 Dec 2022; Listing Date (CMIC) 16 Dec 2021; Unified Social Credit Code (USCC) 91350200705420347R (China)."
"YAHIA, Khaled Abed",9688,,INDIVIDUAL,,DOB 1959; HAMAS - Jenin.
"YAMALGAZINVEST, ZAO",19676,,COMPANY,,"Website www.yamalgazinvest.gazprom.ru; Email Address a.alyabev@sever-invest.gazprom.ru; Executive Order 13662 Directive Determination - Subject to Directive 4; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Registration ID 1027700154261; Tax ID No. 7728149400; Government Gazette Number 45938198; For more information on directives, please visit the following link: http://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives; Linked To: PUBLIC JOINT STOCK COMPANY GAZPROM."
"YARGEO, OOO",20687,,COMPANY,,"Email Address loskutova@yargeo.novatek.ru; Executive Order 13662 Directive Determination - Subject to Directive 2; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Registration ID 1038900502728; Tax ID No. 8901014564; Government Gazette Number 71215589; For more information on directives, please visit the following link: http://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives.; Linked To: OAO NOVATEK."
"YASIN, Husni Bourini",9679,,INDIVIDUAL,,DOB 1955; HAMAS - Nablus.
YITU LIMITED,33893,,COMPANY,,Effective Date (CMIC) 14 Feb 2022; Purchase/Sales For Divestment Date (CMIC) 16 Dec 2022; Listing Date (CMIC) 16 Dec 2021.
"YOUSEF, Hasan",9682,,INDIVIDUAL,,HAMAS - Ramallah.
"ZA'ARIR, Basem",9675,,INDIVIDUAL,,DOB 1962; HAMAS - Hebron.
"ZAHHAR, Mahmoud Khaled",9647,,INDIVIDUAL,,"DOB 1945; POB Gaza Strip; nationality Palestinian; Gender Male; Secondary sanctions risk: section 1(b) of Executive Order 13224, as amended by Executive Order 13886; a.k.a. 'ZAHAR, Mahmoud'; a.k.a. 'AL-ZAHAR, Mahmoud'; Linked To: HAMAS."
"ZBOUN, Anwar Mohammed",9652,,INDIVIDUAL,,DOB 1968; POB Ilar.
